id,label,references,numberofsubjects,degree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
n1016,Transnational Crime.,18,18,23,80.0,6.0,0.3265726043503821,0.36749174917491517,30055.241692399562,2,0.00213166694100743,0,0.2490118577075099,63,0.09511336542927525
n1017,Smuggling--australia--prevention.,2,2,4,8.0,7.0,0.24754901960784315,0.2666945265955157,0.0,49,4.949102800601969E-4,0,1.0,6,0.00814227873497459
n1018,Smuggling--australia.,3,3,5,11.0,7.0,0.247604189881881,0.2671445716000162,362.6666666666749,49,6.087578258626826E-4,0,0.8,8,0.008798943924773218
n1021,Italy--emigration And Immigration--social Aspects.,3,3,2,5.0,9.0,0.18716307277628033,0.1955095509550928,0.0,51,3.4633436687301917E-4,0,1.0,1,0.0016160784086455345
n1026,Illegal Aliens--puerto Rico.,5,5,6,14.0,7.0,0.3092123573615363,0.3397025416827373,2390.4130577025276,111,7.435929121254425E-4,0,0.4666666666666667,7,0.045952972871167994
n1027,Dominican Republic--emigration And Immigration.,8,8,9,24.0,7.0,0.27210384521185405,0.3015644421585005,12380.372456782978,111,0.001049116862719244,0,0.4444444444444444,16,0.027791077373520334
n1043,United States--emigration And Immigration--statistics.,17,17,11,38.0,6.0,0.318246920653108,0.3542454245424518,2468.457189970116,20,0.001155632861209582,0,0.4,22,0.10329193176189856
n1050,Illegal Aliens--mexico.,13,13,10,27.0,6.0,0.3131341600901917,0.3465946594659441,3370.84375997993,29,0.0010511814321282527,0,0.3111111111111111,14,0.0863526747505835
n1056,Cuba--emigration And Immigration.,3,3,3,7.0,6.0,0.31094318499860063,0.3407440744074383,0.0,0,3.660392878491166E-4,0,1.0,3,0.060676408084726546
n1070,United States.--illegal Immigration Reform And Immigrant Responsibility Act Of 1996.,9,9,4,19.0,7.0,0.3191611605860385,0.35504907633620236,0.0,0,4.172085583307989E-4,0,1.0,6,0.09426330305450827
n1071,"Illegal Aliens--legal Status, Laws, Etc.--united States.",24,24,14,50.0,7.0,0.3244742990654206,0.3661501864472138,2239.0867842078846,0,0.0013055708621332637,0,0.4065934065934066,37,0.17078970261197315
n1079,Gangs--mexican-american Border Region.,2,2,1,2.0,8.0,0.22206675994403358,0.2342366379495073,0.0,22,2.1208039826803781E-4,0,0.0,0,0.001746132685350876
n1080,Illegal Aliens--mexican-american Border Region--social Conditions.,4,4,6,12.0,7.0,0.2735105859182669,0.2932557541468425,0.0,29,5.61235432444589E-4,0,1.0,15,0.024109218753470614
n1081,Crime--mexican-american Border Region.,5,5,4,8.0,7.0,0.28538402260467505,0.3120076293343606,1110.0,22,5.098636038243744E-4,0,0.5,3,0.03974367918605332
n1087,Customs Administration--united States.,5,5,6,15.0,7.0,0.2911425576519916,0.3230615918734712,10.42471431818957,22,5.41271583050853E-4,0,0.8,12,0.07828349342974816
n1099,Immigrants--government Policy--united States.,21,21,13,51.0,6.0,0.3290876777251185,0.370417041704168,497.8804427152896,0,0.0011286171027770505,0,0.5384615384615384,42,0.17917350952987973
n1106,"Foreign Workers--legal Status, Laws, Etc.--germany (west)",2,2,1,2.0,1.0,1.0,1.0,0.0,21,6.915629492141309E-4,18,0.0,0,4.243364407010856E-4
n1107,Illegal Aliens--germany (west),2,2,1,2.0,1.0,1.0,1.0,0.0,21,6.915629492141309E-4,18,0.0,0,4.243364407010856E-4
n1116,Drug Control--united States.,16,16,13,49.0,7.0,0.3198963432191189,0.3596545368822573,397.00136563011085,22,0.001084661149232567,0,0.47435897435897434,37,0.13957371539682403
n1118,Illegal Aliens--services For--united States--costs.,11,11,5,13.0,7.0,0.28450704225352114,0.3108825168231096,204.15527412151062,22,5.491649653694209E-4,0,0.4,4,0.039186292072819186
n1129,Philadelphia (pa.)--fiction.,3,3,5,15.0,8.0,0.2385656001717844,0.265686211478289,0.0,6,5.543838512691771E-4,0,1.0,10,0.017342558112780244
n1130,Rosato &amp; Associates (imaginary Organization)--fiction.,3,3,5,15.0,8.0,0.2385656001717844,0.265686211478289,0.0,6,5.54383851269177E-4,0,1.0,10,0.017342558112780244
n1131,Murder--investigation--fiction.,9,9,21,50.0,7.0,0.3001891380707917,0.3321374994642307,8562.640909090815,6,0.0018826656701439774,0,0.3476190476190476,73,0.0485742972728741
n1132,Family Secrets--fiction.,5,5,9,25.0,8.0,0.23887336056761987,0.26771141399854104,14.28809523809524,6,9.498058722024042E-4,0,0.5833333333333334,21,0.022617974612418643
n1137,Illegal Aliens--france--social Conditions.,22,22,15,36.0,9.0,0.19559859154929576,0.21255982741130916,20627.866666666694,42,0.0025326019879847827,0,0.14285714285714285,15,0.00979561904864459
n1138,Emigration And Immigration Law--france.,8,8,4,11.0,10.0,0.16388847912671486,0.17421777892074738,0.0,42,6.610960655195256E-4,0,1.0,6,0.004145114916199617
n1139,France--emigration And Immigration--government Policy.,28,28,13,44.0,10.0,0.16410635155096012,0.1782681839612512,3690.1333333332395,42,0.0020369339271566083,0,0.23076923076923078,18,0.008956561831194136
n1140,Human Rights--france.,3,3,2,4.0,10.0,0.16379183252248267,0.1730176589087462,0.0,42,3.8043307975086976E-4,0,1.0,1,0.0023211613837460466
n1141,Illegal Aliens--civil Rights--france.,9,9,5,12.0,9.0,0.19511766772040745,0.20745931736030418,3448.0666666667594,42,8.258890766398877E-4,0,0.5,5,0.004213452203622883
n1151,Dual Nationality--united States.,2,2,1,2.0,7.0,0.3067366096079514,0.33520209163773285,0.0,0,1.8814893896410855E-4,0,0.0,0,0.037990497084496054
n1152,Naturalization--united States.,5,5,4,16.0,7.0,0.31278153153153154,0.34484805623419235,0.0,0,4.1792288514551514E-4,0,1.0,6,0.07163479061019878
n1155,Detention Of Persons.,7,7,7,17.0,7.0,0.2799193751574704,0.3025309673824515,9.288888888888888,2,7.231806610528548E-4,0,0.7142857142857143,15,0.03227530952077336
n1156,Border Security--government Policy.,2,2,4,8.0,7.0,0.27844611528822055,0.29954566885259853,0.0,2,4.5744374752041897E-4,0,1.0,6,0.02270062063811694
n1157,Imprisonment.,2,2,4,8.0,7.0,0.27844611528822055,0.29954566885259853,0.0,2,4.57443747520419E-4,0,1.0,6,0.02270062063811694
n1158,Emigration And Immigration--government Policy.,23,23,19,58.0,6.0,0.3538216560509554,0.3879537953795348,6180.456934897546,2,0.0018170846039522858,0,0.26900584795321636,46,0.1385047937330157
n1162,Illegal Aliens--bibliography.,4,4,1,2.0,1.0,1.0,1.0,0.0,23,6.915629492141309E-4,19,0.0,0,4.243364407010856E-4
n1166,Emigration And Immigration--bibliography.,2,2,1,2.0,1.0,1.0,1.0,0.0,23,6.915629492141309E-4,19,0.0,0,4.243364407010856E-4
n1169,Africa--emigration And Immigration.,18,18,12,32.0,7.0,0.271240234375,0.29148986327204074,14044.519446818958,51,0.0015624394840897877,0,0.2727272727272727,18,0.015729853744106837
n1182,Mexicans--united States--social Conditions.,21,21,18,73.0,6.0,0.3396514827269948,0.3719321932193184,5173.90589349314,59,0.0017366062344080107,0,0.3333333333333333,51,0.1408643676221235
n1183,United States--foreign Relations--mexico.,10,10,10,32.0,7.0,0.342478421701603,0.37371094252282044,323.549576114668,59,8.692569327890177E-4,0,0.6888888888888889,31,0.12476707654697627
n1184,Human Rights--mexico.,3,3,6,12.0,7.0,0.29152453424298086,0.31005529124340875,0.0,59,5.590807581657742E-4,0,1.0,15,0.03436292234699177
n1185,Mexico--foreign Relations--united States.,9,9,10,32.0,7.0,0.342478421701603,0.37371094252282044,323.549576114668,59,8.692569327890177E-4,0,0.6888888888888889,31,0.12476707654697627
n1186,Illegal Aliens--united States--social Conditions.,34,34,34,124.0,6.0,0.356661316211878,0.39908490849084577,13788.89692773157,59,0.0027856294117419534,0,0.22459893048128343,126,0.2325716318989154
n1187,"Criminal Justice, Administration Of--mexico.",2,2,6,12.0,7.0,0.29152453424298086,0.31005529124340875,0.0,59,5.590807581657742E-4,0,1.0,15,0.03436292234699177
n1194,Illegal Aliens--denmark--fiction.,3,3,1,2.0,1.0,1.0,1.0,0.0,24,6.915629492141309E-4,20,0.0,0,4.243364407010856E-4
n1195,Russians--denmark--fiction.,2,2,1,2.0,1.0,1.0,1.0,0.0,24,6.915629492141309E-4,20,0.0,0,4.243364407010856E-4
n1235,Filipinos--japan.,2,2,2,4.0,2.0,0.5714285714285714,0.625,0.0,25,5.607153323056659E-4,21,1.0,1,0.0012920158142405362
n1236,Asians--japan.,5,5,3,10.0,2.0,0.6153846153846154,0.6875,0.5,25,8.083039168136676E-4,21,0.6666666666666666,2,0.0017384047138551612
n1237,Illegal Aliens--japan.,17,17,8,21.0,1.0,1.0,1.0,24.5,25,0.0021455194699784457,21,0.10714285714285714,3,0.0038230109077921734
n1248,Border Angels (organization),2,2,6,12.0,7.0,0.2735105859182669,0.2932557541468425,0.0,29,5.61235432444589E-4,0,1.0,15,0.024109218753470614
n1249,Humanitarian Assistance--mexican-american Border Region.,3,3,6,14.0,7.0,0.2735105859182669,0.2932557541468425,0.0,29,5.61235432444589E-4,0,1.0,15,0.024109218753470614
n1250,"Foreign Workers, Mexican--mexican-american Border Region--social Conditions.",2,2,6,12.0,7.0,0.2735105859182669,0.2932557541468425,0.0,29,5.61235432444589E-4,0,1.0,15,0.024109218753470614
n1251,"Morones, Enrique.",2,2,6,12.0,7.0,0.2735105859182669,0.2932557541468425,0.0,29,5.61235432444589E-4,0,1.0,15,0.024109218753470614
n1253,"Foreign Workers, Mexican--california.",9,9,13,29.0,7.0,0.25429159990844585,0.2793579357935781,1337.3308328150665,45,0.0012377581661151445,0,0.5128205128205128,40,0.024840910391639773
n1254,Illegal Aliens--employment--california.,4,4,1,2.0,8.0,0.2027742288738821,0.21444430157301192,0.0,45,1.8466470956476975E-4,0,0.0,0,0.0016163924304404052
n1256,Mexican-american Border Region.,23,23,18,68.0,6.0,0.32504388531304856,0.36722172217221494,8784.825072927042,0,0.00141643843837942,0,0.40522875816993464,62,0.1669533588108808
n1258,Border Patrols--southwestern States.,2,2,2,4.0,7.0,0.2826972010178117,0.3088251682311075,0.0,22,2.50203824003266E-4,0,1.0,1,0.035327468000137294
n1266,Mexican-american Border Region--description And Travel.,3,3,1,2.0,8.0,0.2385656001717844,0.2537428742874273,0.0,29,1.7400418436732892E-4,0,0.0,0,0.004286534080432035
n1269,Mexico--emigration And Immigration--pictorial Works.,5,5,3,7.0,2.0,0.8,0.875,3.0,26,0.0010042376868863519,22,0.3333333333333333,1,0.001429281050918615
n1273,United States--emigration And Immigration--pictorial Works.,3,3,2,5.0,2.0,0.6666666666666666,0.75,0.0,26,6.728024649579147E-4,22,1.0,1,0.0010422348710943097
n1276,Immigrants--mexican-american Border Region--pictorial Works.,4,4,4,13.0,2.0,0.8333333333333334,0.9,0.0,27,7.328234127300196E-4,9,1.0,6,0.0024155723328364294
n1280,Mexicans--mexican-american Border Region--pictorial Works.,3,3,4,10.0,2.0,0.8333333333333334,0.9,0.0,27,7.328234127300196E-4,9,1.0,6,0.00241557233283643
n1281,Illegal Aliens--mexican-american Border Region--pictorial Works.,4,4,4,13.0,2.0,0.8333333333333334,0.9,0.0,27,7.328234127300196E-4,9,1.0,6,0.00241557233283643
n1284,Mexican-american Border Region--pictorial Works.,3,3,3,6.0,2.0,0.8,0.875,3.0,26,0.001004237686886352,22,0.3333333333333333,1,0.001429281050918615
n1286,Boundaries.,5,5,5,10.0,9.0,0.18991452991452992,0.20234166273769913,0.0,15,5.594319255010465E-4,0,1.0,10,0.006519028257577958
n1287,Mexican-american Border Region--economic Conditions.,3,3,5,11.0,7.0,0.2849448576558092,0.3135206377780618,26.703729397537458,22,4.999803531176394E-4,0,0.6,6,0.04192829464938138
n1288,Smuggling--mexican-american Border Region.,6,6,9,20.0,7.0,0.28626642617881987,0.3173460203163154,73.19864267053889,22,8.506997148903093E-4,0,0.3888888888888889,14,0.059140863182559074
n1289,Drug Traffic--government Policy--united States.,2,2,3,6.0,7.0,0.2824097610574479,0.3085251382281071,0.0,22,3.4521240873433264E-4,0,1.0,3,0.030653701986920648
n1291,Terrorism--united States--prevention.,27,27,22,101.0,7.0,0.3248538011695906,0.369300501478717,1288.1401794482128,22,0.0017807907223474314,0,0.35064935064935066,81,0.20132129522119938
n1292,Border Security--government Policy--united States.,4,4,5,12.0,7.0,0.29144805876180485,0.3232866143757214,2.919569886635104,22,4.75392440849073E-4,0,0.7,7,0.07541532439261305
n1301,Mexican Americans And Mass Media.,2,2,1,2.0,7.0,0.3067366096079514,0.33520209163773285,0.0,0,1.8814893896410855E-4,0,0.0,0,0.037990497084496054
n1316,Border Patrols--united States--finance.,3,3,3,8.0,7.0,0.28219456438912877,0.3081501007243568,0.0,22,3.9308248654687105E-4,0,1.0,3,0.029911699935670243
n1317,Terrorism--united States--prevention--finance.,2,2,3,6.0,7.0,0.28219456438912877,0.3081501007243568,0.0,22,3.9308248654687105E-4,0,1.0,3,0.029911699935670243
n1318,National Security--law And Legislation--united States.,4,4,4,10.0,7.0,0.29045751633986927,0.3213814238566692,58.46083916083928,22,4.7923403786913354E-4,0,0.6666666666666666,4,0.053421076084015084
n1320,"European Union--europe, Eastern.",3,3,6,13.0,9.0,0.18994699948709182,0.20279170774219954,2.0,15,6.812873990703195E-4,0,0.7333333333333333,11,0.007055301635891578
n1321,National Security--european Union Countries.,3,3,2,5.0,9.0,0.1898171877669571,0.20099152772419784,0.0,15,2.9004183402426946E-4,0,1.0,1,0.003384564599434858
n1322,Transnational Crime--european Union Countries.,2,2,5,10.0,9.0,0.18991452991452992,0.20234166273769913,0.0,15,5.594319255010465E-4,0,1.0,10,0.006519028257577958
n1323,Border Patrols--europe.,2,2,5,10.0,9.0,0.18991452991452992,0.20234166273769913,0.0,15,5.594319255010465E-4,0,1.0,10,0.006519028257577958
n1325,Mexican-american Border Region--emigration And Immigration--social Aspects.,2,2,1,2.0,7.0,0.3067366096079514,0.33520209163773285,0.0,0,1.8814893896410855E-4,0,0.0,0,0.037990497084496054
n1330,Brothers And Sisters--drama.,5,5,7,18.0,8.0,0.2415217391304348,0.2615350820796351,937.0981810584291,5,9.340628082172975E-4,0,0.6666666666666666,14,0.009903853868813161
n1335,United States--emigration And Immigration--economic Aspects.,52,52,36,159.0,6.0,0.33687083080654945,0.3881938193819355,3837.392854106251,0,0.002878591894142974,0,0.24126984126984127,152,0.29799999324560283
n1336,U.s. Customs And Border Protection.,6,6,10,22.0,7.0,0.31625391403358954,0.3534289143200009,365.8353931992927,22,8.810928934338382E-4,0,0.5333333333333333,24,0.10431408075784127
n1337,United States.--department Of Homeland Security.,6,6,7,21.0,7.0,0.29921896040937246,0.33437272298658227,0.659989030577266,0,6.21152239637277E-4,0,0.9047619047619048,19,0.10499564996929947
n1338,Illegal Aliens--prevention--government Policy--united States.,7,7,5,10.0,7.0,0.2488799283154122,0.26984269855556864,1.9102564102564101,22,4.7763285005657816E-4,0,0.6,6,0.025393404664295394
n1340,Interagency Coordination--united States.,3,3,5,12.0,7.0,0.25079006772009027,0.27374308859457236,3.062143765820236,22,4.638115377082557E-4,0,0.9,9,0.03229885832897275
n1345,Terrorism--prevention--government Policy--united States.,4,4,1,2.0,7.0,0.28205128205128205,0.3072500107153559,0.0,22,1.7987200826632092E-4,0,0.0,0,0.026273115643517815
n1348,Aliens--united States--identification.,4,4,3,7.0,7.0,0.3083541493200111,0.338352406669236,0.0,22,3.3188030814122337E-4,0,1.0,3,0.05347070796607304
n1361,Human Trafficking--united States.,8,8,4,16.0,6.0,0.31103023516237405,0.3411941194119388,0.0,0,4.403315518558325E-4,0,1.0,6,0.06394093072596746
n1362,Emigration And Immigration.,53,53,26,114.0,6.0,0.3414259373079287,0.3876387638763853,9020.79090000238,2,0.0023109782104933077,0,0.28923076923076924,94,0.2065451889255547
n1363,Drug Traffic--united States.,6,6,4,10.0,7.0,0.3075858250276855,0.3373023016587349,0.0,0,4.2541530864766185E-4,0,1.0,6,0.05010555715112075
n1365,Border Patrol Agents--mexican-american Border Region.,2,2,4,8.0,7.0,0.3075858250276855,0.3373023016587349,0.0,0,4.2541530864766185E-4,0,1.0,6,0.05010555715112076
n1374,Alien Detention Centers--great Britain.,2,2,1,2.0,10.0,0.1605259355584453,0.16605874873201448,0.0,51,2.827560790327619E-4,0,0.0,0,6.764010280395712E-4
n1377,Immigration Opponents--united States.,3,3,2,4.0,7.0,0.23810544363480496,0.2522159358793008,0.0,20,3.238747346609444E-4,0,1.0,1,0.005442868208025318
n1380,Mexican-american Border Region--social Conditions.,18,18,17,82.0,7.0,0.31322244149985906,0.35027859928849764,1705.0039258237362,29,0.0014053958443411081,0,0.4632352941176471,63,0.1060031298590358
n1383,Mexico--economic Conditions--1982-1994.,2,2,2,4.0,7.0,0.3068213200773267,0.3356521366422333,0.0,0,2.759966044281442E-4,0,1.0,1,0.04109255600483003
n1386,"Illegal Aliens--europe, Western.",3,3,1,2.0,1.0,1.0,1.0,0.0,28,6.915629492141309E-4,23,0.0,0,4.243364407010856E-4
n1391,"Europe, Western--emigration And Immigration.",2,2,1,2.0,1.0,1.0,1.0,0.0,28,6.915629492141309E-4,23,0.0,0,4.243364407010856E-4
n1393,Foreign Workers--canada.,2,2,1,2.0,8.0,0.22733783507264171,0.2354399725686837,0.0,29,1.9832477337790978E-4,0,0.0,0,0.0013364011199488593
n1394,Illegal Aliens--employment--canada.,8,8,9,25.0,7.0,0.2941487953402171,0.3120869229780108,2262.5560106560074,29,0.0010015446136003624,0,0.4444444444444444,16,0.021035230962153484
n1397,Dvds.,5,5,2,4.0,7.0,0.3069908814589666,0.3358771591444835,0.0,0,2.822755484602681E-4,0,1.0,1,0.041606826523248513
n1404,Human Smuggling--mexican-american Border Region.,24,24,21,108.0,7.0,0.3446029776674938,0.3808366550940774,2283.6236163652025,29,0.0016651062826004458,0,0.42857142857142855,90,0.16439128447141785
n1406,Illegal Aliens--europe--drama.,3,3,4,9.0,1.0,1.0,1.0,0.0,30,6.915629492141306E-4,24,1.0,6,0.0023624111186899086
n1407,Affirmative Action Programs--france.,2,2,4,8.0,1.0,1.0,1.0,0.0,30,6.915629492141306E-4,24,1.0,6,0.0023624111186899086
n1411,Discrimination In Employment--france.,2,2,4,8.0,1.0,1.0,1.0,0.0,30,6.915629492141306E-4,24,1.0,6,0.0023624111186899086
n1412,France--race Relations.,3,3,4,8.0,1.0,1.0,1.0,0.0,30,6.915629492141306E-4,24,1.0,6,0.0023624111186899086
n1415,Illegal Aliens--africa--drama.,3,3,4,9.0,1.0,1.0,1.0,0.0,30,6.915629492141306E-4,24,1.0,6,0.0023624111186899086
n1432,Emigration And Immigration--congresses.,6,6,3,10.0,2.0,0.6153846153846154,0.6875,0.0,31,7.283659137544158E-4,25,1.0,3,0.0018448448314118786
n1433,Illegal Aliens--congresses.,15,15,8,20.0,1.0,1.0,1.0,24.0,31,0.0019942662290331325,25,0.14285714285714285,4,0.003930353693206547
n1436,Minuteman Project.,4,4,4,8.0,7.0,0.27137274059599414,0.29078050662209,0.39285714285714285,22,4.0661359495339276E-4,0,0.8333333333333334,5,0.028573785596406626
n1440,Illegal Aliens--france--biography.,12,12,2,5.0,10.0,0.16379183252248267,0.1730176589087462,0.0,42,3.8043307975086976E-4,0,1.0,1,0.0023211613837460466
n1442,Hispanic Americans--employment--california--drama.,2,2,3,6.0,8.0,0.240684575389948,0.25830975954738195,0.0,5,5.108402447428886E-4,0,1.0,3,0.005236469188233382
n1443,Cleaning Personnel--united States--drama.,2,2,3,6.0,8.0,0.240684575389948,0.25830975954738195,0.0,5,5.108402447428886E-4,0,1.0,3,0.005236469188233382
n1444,Labor Unions--united States--drama.,2,2,1,2.0,8.0,0.24058033780857513,0.25740966953838107,0.0,5,2.213634627935228E-4,0,0.0,0,0.0039009962607659703
n1445,Labor Unions--organizing--united States--drama.,2,2,3,6.0,8.0,0.240684575389948,0.25830975954738195,0.0,5,5.108402447428886E-4,0,1.0,3,0.005236469188233382
n1454,Illegal Aliens--government Policy--germany.,8,8,4,10.0,8.0,0.23954290642518328,0.2540857657194277,26.5,42,7.785076156273665E-4,0,0.5,3,0.0038578985666223374
n1455,Illegal Aliens--government Policy--europe.,7,7,5,10.0,8.0,0.20727611940298507,0.21716600231451394,0.0,51,6.422081620140467E-4,0,1.0,10,0.0037552532694886125
n1456,Illegal Aliens--government Policy--netherlands.,5,5,2,4.0,1.0,1.0,1.0,1.0,32,0.0010090589089229872,8,0.0,0,8.534290079273976E-4
n1460,Illegal Aliens--economic Aspects.,5,5,2,4.0,8.0,0.22710547833197056,0.24125626848398987,0.0,2,3.3158984014301107E-4,0,1.0,1,0.003482507299963527
n1470,Wages--foreign Workers--united States.,3,3,3,6.0,7.0,0.24804643893726278,0.26715743002871584,0.0,0,3.6674684464674007E-4,0,1.0,3,0.011243341967896142
n1473,United States.--select Commission On Immigration And Refugee Policy--records And Correspondence.,8,8,6,30.0,6.0,0.31715672280902085,0.35076507650764815,0.0,0,5.660907729446982E-4,0,1.0,15,0.10196813116683615
n1476,Religious Fiction.,3,3,1,2.0,8.0,0.23805442468395116,0.26298594145128634,0.0,6,2.0223677101633919E-4,0,0.0,0,0.010065152623803452
n1477,Arizona--fiction.,7,7,13,32.0,8.0,0.23887336056761987,0.2689865415112924,14.999999999999998,6,0.0011815318595911294,0,0.6666666666666666,52,0.031013332347650944
n1479,Single Mothers--fiction.,2,2,1,2.0,8.0,0.23805442468395116,0.26298594145128634,0.0,6,2.0223677101633919E-4,0,0.0,0,0.010065152623803452
n1481,Human Smuggling--europe.,5,5,3,9.0,7.0,0.2652184292193841,0.27947366165187904,0.0,51,4.2930713507492133E-4,0,1.0,3,0.0069896793511030385
n1486,Human Rights--mexican-american Border Region.,7,7,6,14.0,7.0,0.3105954710651384,0.34307787921649074,472.75803673968034,29,5.81289841325317E-4,0,0.3333333333333333,5,0.06945948504888597
n1488,Citizenship--government Policy--united States.,3,3,1,3.0,7.0,0.28205128205128205,0.3072500107153559,0.0,22,1.7987200826632092E-4,0,0.0,0,0.026273115643517815
n1489,Immigrant Families--government Policy--united States.,3,3,3,6.0,7.0,0.29477314937649246,0.3280570914234261,0.0,0,3.283445799821326E-4,0,1.0,3,0.07572272746088236
n1491,United States.--department Of Justice.--executive Office For Immigration Review.,2,2,2,4.0,7.0,0.308012198502911,0.3375273241609852,0.0,0,2.5877773204554524E-4,0,1.0,1,0.049849254769210025
n1496,France--emigration And Immigration.,10,10,4,15.0,11.0,0.14107936507936508,0.1495742756093784,0.3333333333333333,42,6.71909488057493E-4,0,0.8333333333333334,5,0.0033468673920476226
n1497,Illegal Aliens--france.,36,36,12,52.0,10.0,0.16408211490178704,0.17781813895675083,4070.300000000043,42,0.0019809179909762876,0,0.21212121212121213,14,0.008145277211705165
n1500,California--race Relations.,2,2,1,2.0,1.0,1.0,1.0,0.0,33,6.915629492141309E-4,26,0.0,0,4.243364407010856E-4
n1504,Illegal Aliens--services For--government Policy--california.,5,5,1,2.0,1.0,1.0,1.0,0.0,33,6.915629492141309E-4,26,0.0,0,4.243364407010856E-4
n1510,Operation Gatekeeper (u.s.),8,8,4,22.0,7.0,0.28538402260467505,0.31415070078436247,0.0,22,3.973061299733361E-4,0,1.0,6,0.05238166390615984
n1517,Illegal Aliens--california--public Opinion.,3,3,1,2.0,3.0,0.5,0.5555555555555555,0.0,108,2.728391977823238E-4,27,0.0,0,6.384333904511377E-4
n1520,"Foreign Workers, Mexican--legal Status, Laws, Etc.--california.",3,3,2,5.0,7.0,0.2825534079348932,0.307550040718356,0.0,45,2.695987365488314E-4,0,1.0,1,0.031279020723681196
n1525,Illegal Aliens--education--california.,7,7,6,13.0,7.0,0.28212290502793297,0.3083751232266068,5786.887771939951,45,0.0010340303574234958,0,0.2,3,0.02712074012892921
n1526,Illegal Aliens--medical Care--california.,3,3,2,4.0,8.0,0.22021803766105055,0.23275577557755583,0.0,45,3.9673150442069683E-4,0,1.0,1,0.002136150892089402
n1528,California.--proposition 187 (1994),6,6,4,9.0,8.0,0.22091867170411614,0.23469096909690776,1218.404137975887,45,7.937226664642103E-4,0,0.16666666666666666,1,0.003060393008692374
n1533,Illegal Aliens--malaysia.,10,10,4,8.0,1.0,1.0,1.0,6.0,34,0.0016440508283407005,28,0.0,0,0.0017259353684099354
n1534,Foreign Workers--malaysia.,2,2,1,2.0,2.0,0.5714285714285714,0.625,0.0,34,4.534409794324881E-4,28,0.0,0,5.586402122900061E-4
n1543,Immigrants--europe--fiction.,3,3,1,2.0,2.0,0.6666666666666666,0.75,0.0,40,5.328149693597023E-4,29,0.0,0,4.6893595592854305E-4
n1554,Emigration And Immigration--social Aspects.,16,16,6,18.0,7.0,0.3003514463368478,0.3217178860743202,578.0526614128238,2,7.072311290151563E-4,0,0.5333333333333333,8,0.028176323125112663
n1566,Salvadorans--united States--juvenile Fiction.,2,2,1,2.0,1.0,1.0,1.0,0.0,35,6.915629492141309E-4,30,0.0,0,4.243364407010856E-4
n1569,Illegal Aliens--united States--juvenile Fiction.,3,3,1,2.0,1.0,1.0,1.0,0.0,35,6.915629492141309E-4,30,0.0,0,4.243364407010856E-4
n1589,Illegal Aliens--education (higher)--government Policy--united States.,4,4,3,9.0,7.0,0.2676463502770417,0.28390981955338307,0.0,29,3.889641690734412E-4,0,1.0,3,0.010802248064896144
n1590,"Students--legal Status, Laws, Etc.--united States.",4,4,3,7.0,8.0,0.22599674532139952,0.24168166816681513,0.0,68,4.3837042395317166E-4,0,1.0,3,0.004559943447422992
n1592,Universities And Colleges--residence Requirements--united States.,8,8,7,19.0,7.0,0.29190751445086704,0.3108053662509093,1549.5835437549958,29,8.383022465797114E-4,0,0.3333333333333333,7,0.022545013030269557
n1617,"Salvadorans--legal Status, Laws, Etc.--united States.",6,6,3,18.0,7.0,0.30809761508596784,0.3379773691654856,0.0,0,3.610851377507596E-4,0,1.0,3,0.052004187855704584
n1618,"Nicaraguans--legal Status, Laws, Etc.--united States.",6,6,3,18.0,7.0,0.30809761508596784,0.3379773691654856,0.0,0,3.610851377507596E-4,0,1.0,3,0.052004187855704584
n1625,Italy--emigration And Immigration--government Policy.,6,6,1,2.0,10.0,0.1577228847245883,0.16285592844998642,0.0,51,2.6590052811356954E-4,0,0.0,0,5.469763368240553E-4
n1628,Central America--emigration And Immigration--economic Aspects.,6,6,9,24.0,7.0,0.3091263216471898,0.34150272170073903,446.87179021774887,0,8.004377664798434E-4,0,0.5833333333333334,21,0.0754225094462487
n1629,Central America--emigration And Immigration--political Aspects.,2,2,5,10.0,7.0,0.25569620253164554,0.2784578457845775,0.0,0,4.8220679344663836E-4,0,1.0,10,0.022849712159085395
n1630,Central America--economic Conditions.,2,2,5,10.0,7.0,0.25569620253164554,0.2784578457845775,0.0,0,4.8220679344663836E-4,0,1.0,10,0.0228497121590854
n1631,Emigrant Remittances--central America.,2,2,5,10.0,7.0,0.25569620253164554,0.2784578457845775,0.0,0,4.822067934466383E-4,0,1.0,10,0.0228497121590854
n1632,Illegal Aliens--economic Aspects--united States.,14,14,16,42.0,7.0,0.32109826589595375,0.36227979940850985,1032.3567251860181,0,0.0013152628164502067,0,0.44166666666666665,53,0.15395655410744624
n1636,Illegal Aliens--great Britain--social Conditions.,3,3,2,4.0,7.0,0.2857510288065844,0.3011894046547503,0.0,29,3.1383837565847426E-4,0,1.0,1,0.010062400922011177
n1642,Prostitutes--japan.,3,3,2,6.0,2.0,0.5714285714285714,0.625,0.0,25,5.607153323056659E-4,21,1.0,1,0.0012920158142405362
n1645,Illegal Aliens--thailand.,9,9,3,7.0,2.0,0.6666666666666666,0.75,8.0,89,7.721538571906687E-4,31,0.3333333333333333,1,0.0015322137609302387
