node,title,subject
1500,Borders of the heart,organ|farm|fiction|illeg|alien|fiction|drug|traffic|mexican|american|border|region|fiction|larg|type|book|tucson|ariz|fiction
1013,Borderscapes hidden geographies and politics at territorys edge,illeg|alien|congress|emigr|immigr|congress|border|patrol|congress|boundari|congress
4676,Born on the border Minutemen vigilantes origins of Arizonas anti-immigrant movement and a call for increased civil disobedience,border|secur|mexican|american|border|region|minuteman|project|illeg|alien|unit|state
2852,Brahim au pays des droits de lhomme,charifi|brahim|illeg|alien|franc|biographi|moroccan|franc|social|condit
5491,Bread and roses,labor|union|unit|state|drama|clean|personnel|unit|state|drama|labor|union|organ|unit|state|drama|hispan|american|employ|california|drama|illeg|alien|unit|state|drama
1962,Bread roses,labor|union|unit|state|drama|illeg|alien|unit|state|drama
5606,Bread roses a film,clean|personnel|unit|state|drama|labor|union|organ|unit|state|drama|hispan|american|employ|california|drama|illeg|alien|unit|state|drama
3564,Breaking borders the need to organise undocumented migrants in construction,migrant|labor|south|africa|construct|worker|south|africa|foreign|worker|african|south|africa|illeg|alien|employ|south|africa
657,Breaking down anonymity digital surveillance of irregular migrants in Germany and the Netherlands,illeg|alien|govern|polici|europ|illeg|alien|govern|polici|germani|illeg|alien|govern|polici|netherland
912,Breaking down the barriers the changing relationship between illegal immigration and welfare,illeg|alien|servic|govern|polici|unit|state|public|welfar|unit|state
3394,Breaking into Europe,illeg|alien|great|britain|illeg|alien|econom|aspect
3076,Bridge,work|fiction|spanish|languag|fiction|high|school|fiction|school|fiction|illeg|alien|fiction|hispan|american|fiction
2167,Briefing Friday April 4 2008,illeg|alien|unit|state|african|american|employ|wage|foreign|worker|unit|state|wage|african|american
351,Briefing on tragedy along the Arizona-Mexico border undocumented immigrants face death in the desert before the Arizona Advisory Committee to the US Commission on Civil Rights Tucson August 23 2002,illeg|alien|mexican|american|border|region|illeg|alien|govern|polici|unit|state|human|smuggl|mexican|american|border|region|border|patrol|mexican|american|border|region
5309,Briefing paper Chicago regional hearing April 21 1980 inhibiting the employment of illegal or undocumented aliens within the United States,unit|state|select|commiss|immigr|refuge|polici|record|correspond|emigr|immigr|law|unit|state|illeg|alien|unit|state|foreign|worker|unit|state|unit|state|emigr|immigr
3826,Briefing paper San Antonio regional hearing December 17 1979 rights and entitlements of undocumented or illegal aliens,unit|state|select|commiss|immigr|refuge|polici|record|correspond|emigr|immigr|law|unit|state|illeg|alien|govern|polici|unit|state|unit|state|emigr|immigr
490,Broken lullaby,singl|mother|fiction|miss|children|fiction|illeg|alien|fiction|arizona|fiction|religi|fiction
2306,Brumes sur le détroit,illeg|alien|europ|human|smuggl|europ
3424,Brush with danger,illeg|alien|drama|artist|drama|martial|artist|drama|brother|sister|drama
1194,Brutality unchecked human rights abuses along the US border with Mexico,human|right|mexican|american|border|region|border|patrol|unit|state|illeg|alien|unit|state|unit|state|immigr|natur|servic
398,Building an immigration system worthy of American values hearing before the Committee on the Judiciary United States Senate One Hundred Thirteenth Congress first session March 20 2013,emigr|immigr|law|unit|state|unit|state|emigr|immigr|govern|polici|illeg|alien|govern|polici|unit|state|immigr|famili|govern|polici|unit|state|citizenship|govern|polici|unit|state|immigr|enforc|unit|state|nation|secur|unit|state
5423,Built to fail deception and disorder in Americas immigration courts,immigr|enforc|unit|state|deport|unit|state|court|special|jurisdict|unit|state|unit|state|depart|justic|execut|offic|immigr|review|illeg|alien|unit|state
4204,Bumpy journey,illeg|alien|fiction|africa|west|social|condit|fiction
2157,Cachan la vérité le défi migratoire,illeg|alien|franc|illeg|alien|franc|cachan|franc|emigr|immigr
3770,California at a crossroads social strife or social unity,civil|right|california|human|right|california|social|justic|california|california|race|relat|sentenc|crimin|procedur|california|mandatori|sentenc|california|illeg|alien|servic|california|public|opinion|illeg|alien|servic|govern|polici|california|affirm|action|program|law|legisl|california
6107,California dreaming Operation Gatekeeper and the social geographical construction of the illegal alien along the US-Mexico boundary,illeg|alien|govern|polici|unit|state|illeg|alien|california|illeg|alien|mexican|american|border|region|unit|state|emigr|immigr|social|aspect|oper|gatekeep
529,California school district administrators speak to Proposition 187 a TRC survey,illeg|alien|educ|california|statist|children|immigr|educ|california|statist|school|district|california|cost|statist|educ|survey|california
241,Californians and immigration reform alternatives,illeg|alien|california|public|opinion|california|emigr|immigr|public|opinion
4300,Californias employer sanctions the case of the disappearing law,foreign|worker|mexican|legal|status|law|california|illeg|alien|california
5290,Californias newest neighbors refugees from hunger a guide to the hunger-poverty cycle,food|suppli|mexico|agricultur|state|mexico|mexico|econom|condit|illeg|alien|unit|state
3198,Californias proposition 187 a brief overview,illeg|alien|educ|california|illeg|alien|medic|care|california|illeg|alien|servic|california
2728,Californias Proposition 187 Does it mean what it says Does it say what it means a textual and constitutional analysis,california|proposit|187|1994|illeg|alien|educ|california|illeg|alien|medic|care|california|illeg|alien|servic|california
5801,Californias shadow population the impact of undocumented immigrants from Latin America on state health and social service policies and programs,illeg|alien|california
1942,Campaign on abuse torture dehumanised treatment of migrant workers at detention centres events following the criminal defamation report lodged against Irene Fernandez Director of Tenaganita,foreign|worker|malaysia|alien|detent|center|malaysia|illeg|alien|malaysia|fernandez|iren|human|right|advocaci|malaysia
4778,Can we control the border a look at recent efforts in San Diego El Paso and Nogales,illeg|alien|mexican|american|border|region|border|patrol|mexican|american|border|region
5055,Canned and crushed,illeg|alien|juvenil|fiction|unemploy|juvenil|fiction|recycl|wast|juvenil|fiction|money|make|project|children|juvenil|fiction|racism|juvenil|fiction|mexican|american|juvenil|fiction|electron|book
5139,Cannibales roman,immigr|europ|fiction|illeg|alien|fiction|african|europ|fiction
3470,Canta América sem fronteiras imigrantes latino-americanos no Brasil,spanish|american|latin|america|brazil|social|condit|immigr|brazil|social|condit|illeg|alien|brazil|social|condit|brazil|emigr|immigr|govern|polici|brazil|social|condit
2624,Captivity beyond prisons criminalization experiences of Latina immigrants,women|immigr|unit|state|social|condit|hispan|american|women|unit|state|social|condit|women|illeg|alien|unit|state|social|condit|emigr|immigr|social|aspect|emigr|immigr|women|unit|state|immigr|govern|polici|unit|state|emigr|immigr|law|unit|state
2910,Captures,emigr|immigr|govern|polici|illeg|alien|social|condit
1939,Carcere e detenuti stranieri percorsi trattamentali e reinserimento,alien|crimin|congress|illeg|alien|congress|alien|crimin|rehabilit|congress
713,Carrier sanctions in five community states incompatibilities between international civil aviation and human rights obligations,illeg|alien|european|econom|commun|countri|human|right|european|econom|commun|countri|alien|civil|right|europ
552,Carta del norte una historia de migración,salvadoran|unit|state|juvenil|fiction|illeg|alien|unit|state|juvenil|fiction|el|salvador|emigr|immigr|juvenil|fiction|unit|state|emigr|immigr|juvenil|fiction
1677,Casa Libre Freedom House,mexican|california|los|angel|social|condit|central|american|california|los|angel|social|condit|teenag|immigr|california|los|angel|social|condit|illeg|alien|california|los|angel|social|condit|social|work|youth|california|los|angel|mexico|emigr|immigr|central|america|emigr|immigr|unit|state|emigr|immigr
4669,Case materials for employer sanctions defense simulated case sample briefs and pleadings,emigr|immigr|law|unit|state|foreign|worker|unit|state
3244,Castle Rock,miss|children|drama|illeg|alien|drama|castl|rock|colo|drama|desert|drama
422,Cat,human|traffick|fiction|illeg|alien|fiction|miami|fla|fiction
2553,Catholic parishes and the restoration of right relationship with undocumented immigrants from Mexico,church|work|immigr|cathol|church|restor|justic|religi|aspect|christian|illeg|alien|unit|state|church|work|mexican|american|intercultur|commun|religi|aspect|cathol|church|mexican|unit|state
3365,Caught in the crossfire effects of policy ambiguities and inconsistencies on higher education professionals providing support to undocumented students,student|legal|status|law|unit|state|student|affair|servic|unit|state|illeg|alien|educ|higher|govern|polici|unit|state|univers|colleg|resid|requir|unit|state
5093,Cause for concern London social services and child trafficking,refuge|children|great|britain|london|illeg|alien|servic|great|britain
6095,Causes and trends in migrant deaths along the US-Mexico border 1985-1998,mexican|american|border|region|mortal|statist|illeg|alien|mortal|unit|state|statist|unit|state|emigr|immigr|govern|polici|statist
2659,CBS News Sunday morning Oct 27 1996,san|francisco|public|librari|immigr|illeg|alien|dega|edgar|1834-1917
5487,Cemetery - miss you,pakistani|china|hong|kong|fiction|illeg|alien|china|hong|kong|fiction|hong|kong|china|social|condit|fiction
2479,Census controversy should undocumented immigrants be counted,unit|state|census|2010|demograph|survey|unit|state|unit|state|bureau|census|privaci|right|unit|state|illeg|alien|unit|state|identif|census|nation|characterist|american
3320,Central America conditions of refugees and displaced persons report to congressional requesters,refuge|central|america|illeg|alien|unit|state
4609,Central American asylum seekers impact of 1996 immigration law,illeg|alien|unit|state|emigr|immigr|law|unit|state|asylum|right|unit|state
4358,Central American Studies and Temporary Relief Act a side-by-side comparison of HR 618 and S 332,deport|unit|state|illeg|alien|unit|state|salvadoran|legal|status|law|unit|state|nicaraguan|legal|status|law|unit|state
1485,Central American Studies and Temporary Relief Act of 1987 hearings before the Subcommittee on Rules of the House of the Committee on Rules House of Representatives One hundredth Congress first session on HR 618 and HR 1409 to temporarily suspend the deportations of certain Salvadorans and Nicaraguans May 13 June 3 and 17 1987,deport|unit|state|illeg|alien|unit|state|salvadoran|legal|status|law|unit|state|nicaraguan|legal|status|law|unit|state
2268,Central Americans in Los Angeles background language education,latin|american|california|los|angel|metropolitan|area|illeg|alien|california|los|angel|metropolitan|area
2878,Centri di permanenza temporanea e assistenza anatomia di un fallimento rapporto di Medici senza frontiere,illeg|alien|servic|govern|polici|itali|illeg|alien|servic|itali|itali|emigr|immigr|govern|polici
168,Centroamericanos redefiniendo las fronteras = Central Americans redefining the borders,central|america|emigr|immigr|econom|aspect|central|america|emigr|immigr|polit|aspect|illeg|alien|econom|aspect|unit|state|central|america|econom|condit|foreign|worker|unit|state|emigr|remitt|central|america
5275,Centroamericanos redefiniendo las fronteras Central Americans redefining the borders,central|america|emigr|immigr|econom|aspect|central|america|emigr|immigr|polit|aspect|illeg|alien|econom|aspect|unit|state|central|america|econom|condit|foreign|worker|unit|state|emigr|remitt|central|america
6109,Ceux qui passent,illeg|alien|franc|social|condit|illeg|alien|great|britain|social|condit|human|smuggl|franc|human|smuggl|great|britain
1999,Chain of spring love,ugandan|netherland|fiction|illeg|alien|fiction|rotterdam|netherland|fiction
3044,Chak hago yeppŭgo mal chal tŭnnŭn yoja chunggyŏk sirhwa,prostitut|japan|asian|japan|illeg|alien|japan
3329,Čhāk Yāngkung sū Rātchaburī botrīan phư̄a santiphāp rūam botkhwām khō̜ng Phō̜nphimon Trīchōt Phra Phaisān Wisālō Chaiyan Chaiyaphō̜n læ ʻư̄n ʻư̄n,thailand|relat|burma|burma|relat|thailand|terror|thailand|ratchaburi|provinc|illeg|alien|thailand
909,Challenges and coping strategies of undocumented immigrants a qualitative analysis,illeg|alien|unit|state|unit|state|emigr|immigr|mexico|emigr|immigr|mexican|unit|state|social|condit
3939,Chambres toujours occupées vues à lintérieur de lHôtel Sahara Agadez,niger|emigr|immigr|nigeria|emigr|immigr|nigeria|econom|condit|1970|niger|econom|condit|africa|sub|saharan|emigr|immigr|immigr|niger|agadez|dept|illeg|alien|human|smuggl
3170,Characteristics of Chinese human smugglers,smuggler|china|human|smuggl|china|illeg|alien|unit|state
643,Checker and the Derailleurs,drummer|musician|fiction|musician|fiction|band|music|new|york|state|new|york|fiction|jealousi|fiction|illeg|alien|fiction
3782,Checker and the Derailleurs a novel,drummer|musician|fiction|musician|fiction|band|music|new|york|state|new|york|fiction|jealousi|fiction|illeg|alien|fiction
2824,Checking terrorism at the border hearing before the Subcommittee on International Terrorism and Nonproliferation of the Committee on International Relations House of Representatives One Hundred Ninth Congress second session April 6 2006,citizenship|immigr|servic|manag|evalu|emigr|immigr|law|unit|state|illeg|alien|govern|polici|unit|state|terrorist|unit|state|identif|terror|unit|state|prevent
279,Cherchez Hortense,illeg|alien|franc|drama|deport|franc|drama|colleg|teacher|franc|drama|father|son|franc|drama|featur|film|dvd|video|disc
1223,Chicano political elite perceptions of the undocumented worker an empirical analysis,mexican|american|attitud|foreign|worker|mexican|unit|state|mexican|american|polit|govern|illeg|alien|unit|state
4965,Child protection social workers preparedness to work with undocumented victims of domestic violence,illeg|alien|servic|research|famili|violenc|social|worker|attitud
18,Children and borders the impact of current immigration law and policy on dependent and delinquent minors,children|immigr|legal|status|law|arizona|children|immigr|legal|status|law|unit|state|illeg|alien|arizona|illeg|alien|unit|state|emigr|immigr|law|arizona|emigr|immigr|law|unit|state
601,Children in no mans land Niños en tierra de nadie,unaccompani|immigr|children|unit|state|immigr|children|unit|state|social|condit|return|migrat|mexico|illeg|alien|unit|state|illeg|alien|unit|state|social|condit|mexico|emigr|immigr|social|aspect|unit|state|emigr|immigr|social|aspect
1469,Children migrating from Central America solving a humanitarian crisis hearing before the Subcommittee on the Western Hemisphere of the Committee on Foreign Affairs House of Representatives One Hundred Thirteenth Congress second session June 25 2014,unaccompani|immigr|children|social|aspect|unit|state|illeg|alien|unit|state|humanitarian|assist|american|central|america|border|secur|law|legisl|emigr|immigr|law|unit|state
2839,Chinese human smuggling organizations families social networks and cultural imperatives,illeg|alien|unit|state|human|smuggl|unit|state|human|smuggl|china|unit|state|emigr|immigr|china|emigr|immigr
2401,Chinese migration in Primorskii Krai an assessment of its scale socioeconomic impact and opportunities for corruption,primorskiĭ|kraĭ|russia|chines|russia|feder|primorskiĭ|kraĭ|illeg|alien|russia|feder|primorskiĭ|kraĭ|primorskiĭ|kraĭ|russia|emigr|immigr|econom|aspect|primorskiĭ|kraĭ|russia|econom|condit|russian|far|east|russia|foreign|econom|relat|china|china|foreign|econom|relat|russia|feder|russian|far|east
5692,Chinese whispers the true story behind Britains hidden army of labour,foreign|worker|chines|great|britain|illeg|alien|great|britain|china|emigr|immigr|great|britain|emigr|immigr
954,Chistai͡a rabota,travi|anna|fictiti|charact|fiction|langton|jame|fictiti|charact|fiction|women|detect|fiction|illeg|alien|england|london|fiction|detect|mysteri|stori
1361,Choose your own adventure Tattoo of death,plot|stori|specimen|gang|juvenil|fiction|illeg|alien|juvenil|fiction|plot|stori
4898,Chōsen kōki hyōryūmin to Nitchō kankei,korea|foreign|relat|japan|japan|foreign|relat|korea|korea|histori|chosŏn|dynasti|1392-1910|illeg|alien|korea|histori|illeg|alien|japan|histori
4146,Chosŏn hugi pyoryumin kwa Han-Il kwangye,korea|foreign|relat|japan|japan|foreign|relat|korea|korea|histori|chosŏn|dynasti|1392-1910|illeg|alien|korea|histori|illeg|alien|japan|histori
3700,Chosŏn sidae Han-Il pyoryumin yŏngu,korea|foreign|relat|japan|japan|foreign|relat|korea|korea|foreign|relat|1392-1910|illeg|alien|korea|histori|illeg|alien|japan|histori
3875,Chronic indifference HIVAIDS services for immigrants detained by the United States,illeg|alien|medic|care|govern|polici|unit|state|illeg|alien|medic|care|polit|aspect|unit|state|illeg|alien|civil|right|unit|state|hiv|posit|person|medic|care|unit|state|hiv|posit|person|servic|unit|state|hiv|posit|person|legal|status|law|unit|state|hiv|posit|person|civil|right|unit|state|aid|diseas|patient|medic|care|unit|state|aid|diseas|patient|servic|unit|state|aid|diseas|patient|legal|status|law|unit|state|aid|diseas|patient|civil|right|unit|state
4164,Chroniques de rétention 2008-2010,alien|detent|center|franc|illeg|alien|civil|right|franc|franc|emigr|immigr|govern|polici
3445,Chroniques des sans-papiers,franc|emigr|immigr|govern|polici|protest|movement|franc|essonn|chronolog|illeg|alien|polit|activ|franc|essonn|illeg|alien|franc|essonn|psycholog
6489,Chūgoku ni okeru gaikokujin no chii,alien|china|invest|foreign|law|legisl|china|exterritori
2390,Chuyo kukka ŭi oegugin iju nodongja ŭi chiwi wa kyuje e kwanhan yŏngu,foreign|worker|legal|status|law|illeg|alien|employ|foreign|worker|legal|status|law|korea|south|illeg|alien|employ|korea|south
962,CIE e complicità delle organizzazioni umanitarie,alien|detent|center|itali|itali|emigr|immigr|govern|polici|illeg|alien|itali|social|condit
5072,Circuler enfermer éloigner zone dattente et centres de rétention des démocraties occidentales,europ|emigr|immigr|unit|state|emigr|immigr|deport|europ|deport|unit|state|illeg|alien|europ|illeg|alien|unit|state
5342,Circuler enfermer éloigner zones dattente et centres de rétention des démocraties occidentales,detent|person|europ|detent|person|unit|state|deport|europ|deport|unit|state|illeg|alien|europ|illeg|alien|unit|state|asylum|right|europ
1486,Cities without palms,arab|fiction|translat|english|foreign|worker|europ|fiction|illeg|alien|europ|fiction|electron|book|migrant|labor|europ|fiction
3221,Citizenship aspirations and residency rights preference the Mexican undocumented worker in the binational community,foreign|worker|mexican|unit|state|unit|state|emigr|immigr|mexico|emigr|immigr|illeg|alien|unit|state|attitud|mexican|unit|state|attitud
2532,Citizenship without consent illegal aliens in the American polity,citizenship|unit|state|illeg|alien|unit|state|citizenship|unit|state|illeg|alien|unit|state
4692,Citoyen sans-papiers irreguläre MigrantInnen als politische AkteurInnen in Frankreich,immigr|polit|activ|franc|illeg|alien|polit|activ|franc
885,Civil rights of undocumented immigrants in the United States,illeg|alien|unit|state|civil|right|unit|state
1387,Cizinecké právo práva a povinnosti cizinců a jejich rodinných příslušníků při vstupu a pobytu na území ČR jejich zaměstnávání a podnikání zdravotní pojištění a sociální zabezpečení řízení a provozování vozidla přístup ke vzdělání a studiu rodinné soužití s cizinci mezinárodní ochranaazyl státní občanství,emigr|immigr|law|czech|republ|illeg|alien|czech|republ|immigr|czech|republ|alien|czech|republ|refuge|legal|status|law|czech|republ
1690,Clandestin en Méditerranée,illeg|alien|european|union|countri|european|union|countri|emigr|immigr|mediterranean|region|emigr|immigr
2318,Clandestin sur son propre continent récit,africa|sub|saharan|emigr|immigr|fiction|illeg|alien|africa|sub|saharan|fiction|cameroonian|fiction|french
1041,Clandestination Mexican illegal immigration and deportation in the United States,illeg|alien|unit|state|unit|state|emigr|immigr|mexico|emigr|immigr|foreign|worker|mexican|unit|state
1065,Clandestine crossings migrants and coyotes on the Texas-Mexico border,human|smuggl|mexican|american|border|region|immigr|mexican|american|border|region|illeg|alien|mexican|american|border|region|border|cross|mexican|american|border|region|mexico|emigr|immigr|social|aspect|unit|state|emigr|immigr|social|aspect|texa|emigr|immigr|social|aspect|mexican|american|border|region|social|condit|electron|book|border|cross|mexican|american|border|region|grenzgebiet|human|smuggl|mexican|american|border|region|illeg|alien|mexican|american|border|region|illegal|einwanderung|illegal|grenzverkehr|immigr|mexican|american|border|region|mexican|american|border|region|social|condit|mexico|emigr|immigr|social|aspect|mexiko|texa|texa|emigr|immigr|social|aspect|usa|unit|state|emigr|immigr|social|aspect
2769,Clandestine immigrants and their regularisation in France 1981-1982,illeg|alien|franc|franc|emigr|immigr|govern|polici|foreign|worker|franc
4143,Clandestino nel Mediterraneo,illeg|alien|european|union|countri|european|union|countri|emigr|immigr|mediterranean|region|emigr|immigr
3699,Clandestinos migración México-Estados Unidos en los albores del siglo XXI,mexican|unit|state|mexico|emigr|immigr|unit|state|emigr|immigr|foreign|worker|mexican|unit|state
3077,Clandestinos qué hay detrás de la inmigración ilegal,illeg|alien|spain|illeg|alien|spain|social|condit|spain|emigr|immigr|africa|emigr|immigr
1364,Clandestins au pays des papiers expériences et parcours de sans-papiers algériens,algerian|franc|social|condit|illeg|alien|franc|social|condit|alien|franc|social|condit|franc|emigr|immigr|social|aspect
3446,Clandestins dans le texte maghrébin de langue française,north|african|literatur|french|histori|critic|illeg|alien|literatur
3139,Clandestins neuf africains dans la cale-- un rescapé,ghanaian|franc|biographi|illeg|alien|franc|biographi|stowaway|ghana
742,Clandestins Stowaways,illeg|alien|canada|fiction
2611,Clashing cultures children of immigrants,children|immigr|legal|status|law|unit|state|child|labor|develop|countri|child|slave|femal|circumcis|english|movement|unit|state|english|languag|polit|aspect|unit|state|educ|law|legisl|unit|state|educ|bilingu|california|minor|educ|unit|state|public|welfar|law|legisl|unit|state|public|welfar|law|legisl|california|unit|state|person|respons|work|opportun|reconcili|act|1996|california|proposit|187|illeg|alien
5320,CLE for Washburn Law Clinic 40th anniversary event October 23 2010,legal|assist|immigr|unit|state|illeg|alien|legal|status|law|unit|state|indian|court|unit|state
1254,Clear Law Enforcement for Criminal Alien Removal Act of 2003 CLEAR Act hearing before the Subcommittee on Immigration Border Security and Claims of the Committee on the Judiciary House of Representatives One Hundred Eighth Congress first session on HR 2671 October 1 2003,illeg|alien|govern|polici|unit|state|emigr|immigr|law|unit|state|deport|unit|state|law|enforc|unit|state|commun|law|enforc|unit|state|intergovernment|cooper|unit|state|immigr|enforc|unit|state
2960,Clemente,illeg|alien|unit|state|drama|border|cross|unit|state|drama|raid|militari|scienc|drama
4007,Cochise County USA cries from the border,illeg|alien|arizona|cochis|counti|emigr|immigr|cochis|counti|ariz|illeg|alien|unit|state|unit|state|emigr|immigr
5875,Code inconnu récit incomplet de divers voyages = Code unknown incomplete tales of several journeys,loneli|drama|actress|franc|pari|drama|photojournalist|drama|teacher|black|franc|pari|drama|illeg|alien|franc|pari|drama
5625,Code unknown incomplete tales of several journeys,loneli|drama|actress|franc|pari|drama|photojournalist|drama|teacher|black|franc|pari|drama|illeg|alien|franc|pari|drama
4097,Collateral damage an examination of ICEs Fugitive Operations Program,immigr|custom|enforc|illeg|alien|govern|polici|unit|state|illeg|alien|unit|state|unit|state|emigr|immigr|govern|polici|emigr|immigr|law|unit|state
646,College immigrant students how undocumented female Mexican immigrant students transition into higher education,women|illeg|alien|educ|higher|california|mexican|american|women|educ|higher|california|mexican|american|women|legal|status|law|california
2514,College tuition and undocumented immigrants,educ|higher|unit|state|financ|state|colleg|cost|unit|state|illeg|alien|educ|higher|unit|state
1232,Colombianos del C vida y tragedia de los indocumentados colombianos,illeg|alien|venezuela|colombian|venezuela
896,Combating alien smuggling opportunities exist to improve the federal response report to the Chairman Subcommittee on Immigration Border Security and Claims Committee on the Judiciary House of Representatives,immigr|custom|enforc|evalu|custom|border|protect|evalu|human|smuggl|unit|state|prevent|illeg|alien|unit|state|terror|unit|state|prevent|human|smuggl|prevent|intern|cooper|money|law|legisl|unit|state|crimin|provis|search|seizur|unit|state|forfeitur|unit|state
5622,Combating modern slavery reauthorization of anti-trafficking programs hearing before the Committee on the Judiciary House of Representatives One Hundred Tenth Congress first session October 31 2007,forc|labor|unit|state|prevent|prostitut|unit|state|prevent|human|traffick|unit|state|prevent|human|smuggl|unit|state|prevent|victim|crime|protect|unit|state|illeg|alien|govern|polici|unit|state
587,Combating modern slavery reauthorization of the anti-trafficking programs hearing before the Committee on the Judiciary House of Representatives One Hundred Tenth Congress first session October 31 2007,forc|labor|unit|state|prevent|prostitut|unit|state|prevent|human|traffick|unit|state|prevent|human|smuggl|unit|state|prevent|victim|crime|protect|unit|state|illeg|alien|govern|polici|unit|state
1667,Combating the illegal employment of foreign workers,foreign|worker|oecd|countri|foreign|worker|certif|oecd|countri|illeg|alien|oecd|countri|emigr|immigr|law|oecd|countri
1725,Comme un ciel dhivernage roman,social|class|seneg|fiction|women|africa|social|condit|fiction|illeg|alien|europ|fiction|seneg|social|condit|21st|centuri|fiction|seneg|social|life|custom|fiction|women|africa|fiction|social|condit
3693,Comment on expulse responsabilités en miettes,deport|franc|illeg|alien|franc|illeg|alien|govern|polici|franc
3780,Commissario Brunetti episodes 5 6,brunetti|guido|fictiti|charact|drama|polic|itali|venic|drama|murder|itali|venic|drama|glass|manufactur|corrupt|practic|itali|murano|drama|hazard|substanc|itali|murano|drama|illeg|alien|itali|venic|drama|adopt|corrupt|practic|itali|venic|drama|venic|itali|drama|murano|itali|drama
3807,Committee meeting of Assembly Homeland Security and State Preparedness Committee the following bill will be considered Assembly bill no 4425 establishes drivers license for residents who cannot prove lawful presence in US Committee Room 11 State House Annex Trenton New Jersey November 16 2015 100 pm,illeg|alien|servic|law|legisl|new|jersey|children|illeg|alien|servic|law|legisl|new|jersey|uninsur|motorist|insur|law|legisl|new|jersey|unlicens|motor|vehicl|driver|legal|status|law|new|jersey|motor|vehicl|driver|legal|status|law|new|jersey|driver|licens|new|jersey|foreign|worker|certif|new|jersey|immigr|servic|new|jersey|immigr|new|jersey|social|condit|emigr|immigr|law|new|jersey
3163,Communities without borders,foreign|worker|mexican|california|foreign|worker|guatemalan|nebraska|immigr|california|social|condit|illeg|alien|california|social|condit|immigr|nebraska|social|condit|illeg|alien|nebraska|social|condit|oaxaca|mexico|state|emigr|immigr|guatemala|emigr|immigr|california|emigr|immigr|nebraska|emigr|immigr
4716,Communities without borders images and voices from the world of migration,foreign|worker|mexican|california|foreign|worker|guatemalan|nebraska|immigr|california|social|condit|illeg|alien|california|social|condit|immigr|nebraska|social|condit|illeg|alien|nebraska|social|condit|transnat|oaxaca|mexico|state|emigr|immigr|guatemala|emigr|immigr|california|emigr|immigr|nebraska|emigr|immigr
966,Como conseguir la residencia en los Estados Unidos,emigr|immigr|law|unit|state|alien|unit|state|illeg|alien|unit|state
5288,Comparison of existing law relating to the exclusion and deportation of aliens with HR 1119 and HR 3293,deport|unit|state|illeg|alien|unit|state
1648,Comparison of existing law relating to the exclusion and deportation of aliens with HR 4427 and HR 3293,deport|unit|state|illeg|alien|unit|state
757,Compassionate bastard how an ordinary bloke came to manage Villawood Detention Centre and still live with himself,mitchel|peter|peter|gordon|1959|villawood|detent|centr|histori|civil|servic|australia|refuge|govern|polici|australia|histori|alien|detent|center|australia|villawood|nsw|histori|illeg|alien|hous|australia|villawood|nsw|histori|australia|offici|employe|biographi
721,Compilation of laws on the legal status of aliens = Recueil de textes législatifs sur le statut juridique des étrangers,alien|illeg|alien|emigr|immigr|law
2442,Compilation of laws on the legal status of aliens Recueil de textes législatifs sur le statut juridique des étrangers,alien|illeg|alien|emigr|immigr|law
3563,Complying with employer responsibilities under the Immigration Reform and Control Act of 1986,illeg|alien|employ|unit|state|emigr|immigr|law|unit|state
1009,Complying with the federal welfare law eliminating public benefits to illegal immigrants,public|welfar|california|illeg|alien|servic|govern|polici|california|public|welfar|law|legisl|unit|state
719,Complying with the Immigration Reform and Control Act of 1986,foreign|worker|unit|state|illeg|alien|unit|state|emigr|immigr|law|unit|state|foreign|worker|legal|status|law|california|illeg|alien|california
2612,Comprehensive immigration reform examining the need for a guest worker program hearing before the Committee on the Judiciary United States Senate One Hundred Ninth Congress second session July 5 2006 Philadelphia Pennsylvania,foreign|worker|govern|polici|unit|state|foreign|worker|econom|aspect|unit|state|illeg|alien|govern|polici|unit|state|illeg|alien|econom|aspect|unit|state|nation|secur|unit|state|unit|state|emigr|immigr|govern|polici
1206,Comprehensive immigration reform faith-based perspectives hearing before the Subcommittee on Immigration Refugees and Border Security of the Committee on the Judiciary United States Senate One Hundred Eleventh Congress first session October 8 2009,unit|state|emigr|immigr|govern|polici|unit|state|emigr|immigr|religi|aspect|religi|institut|polit|activ|unit|state|illeg|alien|govern|polici|unit|state
837,Comprehensive immigration reform government perspectives on immigration statistics continued hearing before the Subcommittee on Immigration Citizenship Refugees Border Security and International Law of the Committee on the Judiciary House of Representatives One Hundred Tenth Congress first session June 19 2007,illeg|alien|unit|state|statist|immigr|unit|state|statist|unit|state|emigr|immigr|statist|unit|state|emigr|immigr|forecast|unit|state|emigr|immigr|econom|aspect|statist|social|secur|unit|state
2812,Comprehensive immigration reform government perspectives on immigration statistics hearing before the Subcommittee on Immigration Citizenship Refugees Border Security and International Law of the Committee on the Judiciary House of Representatives One Hundred Tenth Congress first session June 6 2007,illeg|alien|unit|state|statist|immigr|unit|state|statist|unit|state|emigr|immigr|statist|unit|state|emigr|immigr|forecast|unit|state|emigr|immigr|econom|aspect|statist
1091,Comprehensive immigration reform hearing before the Committee on the Judiciary United States Senate One Hundred Ninth Congress first session July 26 2005,illeg|alien|govern|polici|unit|state|foreign|worker|govern|polici|unit|state|emigr|immigr|law|unit|state|unit|state|emigr|immigr|govern|polici
